placa;modelo;linea;motor;cilindraje;marca_id;created_at;updated_at;cantidad_aceite_motor;marca_aceite;tipo_aceite;filtro_aceite;filtro_aire;cantidad_aceite_cc;marca_cc;tipo_aceite_cc;filtro_aceite_cc;filtro_de_enfriador;tipo_caja;cantidad_aceite_diferencial;marca_aceite_d;tipo_aceite_d;cant_aceite_transfer;marca_aceite_t;tipo_aceite_t;filtro_cabina;filtro_diesel;contra_filtro_diesel;candelas;pastillas_delanteras;pastillas_traseras;fajas;aceite_hidraulico
P872FWT;2012;CX7;2.5;4;29;X;X;6LTOS.;VALV.MAXLIFE;5W20;PH2835;AJ57-13Z40;X;DURADRIVE;X;X;X;X;X;X;X;5LTOS.APROX.;X;X;X;X;X;X;X;X;X;X
P712FYS;2010;CX7;2.5;4;29;X;X;5.5LTOS.;QUAKER;10W30;PH2835;AJ57-13Z40;X;ATFVALV.MAXL.;X;X;X;X;X;X;X;5LTOS.APROX.;NOMARCA;X;X;X;X;X;X;X;X;X
P471GHG;2010;CX7;2.5;4;29;X;X;5LTOS.1/2;QUAKERSEMISYN;5W20;PH2835;AJ57-13Z40;XX;DURADRIVE;X;X;X;X;XX;X;X;4LTOS.APROX.;FT1210;XX;X;XX;X;X;X;X;X;X
P083GTQ;2007;CX7;2.3;4;29;X;X;5.5LTOS.;QUAKER;20W50;PCB9641;PAB9669;XX;VALV.ATFMAXL.;X;X;X;X;XX;X;X;4LTOS.;XX;XX;X;XX;X;X;X;X;X;X
P094HBG;2010;CX7;XX;XX;29;X;X;6LTOS.;QUAKER;20W50;PH2835;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P818GSJ;XX;CX7;XX;XX;29;X;X;1GL.;MAXLIFE;10W30;PH2835;AJ57-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P663GRC;XX;CX7;XX;XX;29;X;X;1GLY1LT;MAXLIFE;5W30;PCB9641;AJ5713Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P911JJD;2010;CX7;XX;XX;29;X;X;6LITROS;QUAKERFULL;10W30;PH2835;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF11671;X;XX;X;X;X;X;X;X
P926GTN;2008;CX7;XX;XX;29;X;X;6LITROS;QUAKERFULL;10W30;PCB9641;CA9669;XX;CASTROLATF;X;X;X;X;XX;X;X;1GALON;XX;CF11671;X;XX;X;X;X;X;X;X
P779KCZ;2010;CX7;XX;XX;29;X;X;6LITROS;MAXLIFE;5W20;PH2835;CA9669;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF11671;X;XX;X;X;X;X;X;X
P883KCY;2011;CX7;XX;XX;29;X;X;6LITROS;EUROL;10W30;PH2835;CA9669;XX;XX;X;X;X;X;XX;X;X;XX;XX;K1161;X;XX;X;X;X;X;X;X
P461HYZ;2010/2012;CX7;XX;XX;29;X;X;6LITROS;QUAKERFULL;0W20;PH2835;AJ57-13Z40CA9669;X;XX;X;X;X;X;XX;X;X;X;XX;CF11671;X;XX;X;X;X;X;X;X
P627JWF;2009;CX7;XX;XX;29;X;X;1GARRAFA;KENDALL;20W50;PCB9641;CA9669;X;XX;X;X;X;X;XX;X;X;X;XX;X;X;XX;X;X;X;X;X;X
P378JFH;2010;CX7;XX;XX;29;X;X;5.5LITROS;MAXLIFEBARRIL;10W30;PH2835;CA9669;XX;X;X;X;X;X;XX;X;X;XX;XX;CF11671;X;XX;X;X;X;X;X;X
P880JZH;XX;CX7;XX;XX;29;X;X;XX;X;XX;X;XX;XX;CASTROLATF;X;X;X;X;XX;X;X;5LITROS;FT1210A;XX;X;X;X;X;X;X;X;X
P780KLW;2011;CX7;X;X;29;X;X;1GARRAFA;QUAKER;10W30;PH2835;CA9669;X;CASTROLATF;X;X;X;X;X;X;X;5LITROS;FT1210;CF11671;X;X;X;X;X;X;X;X
P301JHT;XX;CX7;XX;XX;29;X;X;6LITROS;MOTUL;10W30BARRIL;PCB9641;CA9669;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF11671;X;XX;X;X;X;X;X;X
P015GHM;2011;CX-7;XX;XX;29;X;X;1GARRAFA;MAGNATEC;10W30;PH2835;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P823GGB;2011;CX74X2;2.5;4;29;X;X;5LTOS.1/2;VALV.MAXLIFE;10W30;PH2835;PAB9669;X;ATFMAXLIFE;X;X;X;X;X;X;X;5LTOS.APROX.;FT1210ALTO;X;X;X;X;X;X;X;X;X
P157FJS;2009;CX9;XX;XX;29;X;X;6LITROS;MOTULBARRIL;10W30;PH400;CA10242;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P997KVQ;2018;CX9;XX;XX;29;X;X;6LTOS;QUAKERSINT;5W30;PH2876;K1310G;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P475KJD;2011;CX9;XX;XX;29;X;X;51/2LTS;MAXLIFE;10W30(BARRIL);PH400/WIX51516;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P221JXJ;X;DEMIO;X;X;29;X;X;1GARRAFA;QUAKER;5W30;PH2876;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P901FRW;2002;MPV;3;V6;29;X;X;6LTOS.;QUAKER;20W50;PH820;RFZA-13-Z40;X;MULTIVEHICULO;X;X;X;X;X;X;X;4LTOS.;FT1143;X;X;X;X;X;X;X;X;X
P857BJC;2003;MPV;3;V-6;29;X;X;6LTOS.;VALV.MAXLIFE;20W50;PH820;RFZA-13Z40;X;MULTIVEHICULO;X;X;X;X;X;X;X;4LTOS.APROX.;FT1143;X;X;X;X;X;X;X;X;X
P166GBF;2004;MPV;3;V6;29;X;X;61/2LTOS.;VALV.MAXLIFE;10W30;PH820;RFZA-13Z40;X;MULTIVEHICULO;X;X;X;X;X;X;X;4LTOS.APROX.;FT143;X;X;X;X;X;X;X;X;X
P448FVF;2004;MPV;3;V6;29;X;X;7LTOS.;VALV.MAXLIFE;20W50;PH820;CA8922;XX;MULTIVEHICULO;X;X;X;X;XX;X;X;6LTOS.;NOMARCA.;XX;X;XX;X;X;X;X;X;X
P197FGV;2002;PORTEGE;2;4;29;X;X;1GL.;QUAKER;20W50;PH2876;B595-13Z40;X;VERSATRANS;X;X;X;X;X;X;X;4LTOS.;FT1210;X;X;X;X;X;X;X;X;X
P332FLV;XX;PRO;XX;4;29;X;X;9LTOS.;MOTULSELLADO;15W40;WL7508;PABS2262;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;23390-0L050;X;X;X;X;X;X
P947GQL;2017;PRO;2.5;4;29;X;X;8LTOS.;MOTULBARRIL;15W40;WL7508;PAB2262;VALV.MTF;DOBLEATF;X;X;X;X;75W90GL5;X;X;XX;XX;XX;X;23390-0L050;X;X;X;X;X;X
P455JMR;XX;PRO;XX;XX;29;X;X;9LTS;VECTON;15W40;WL7508;PAB2262;X;MAXLIFEATF;X;X;X;X;VALV.80W90;X;X;6LTS.APROX;X;X;X;23390-0L050;X;X;X;X;X;X
P217FQY;XX;PRO;XX;4;29;X;X;9LTOS.TONEL;CASTROLVECTON;15W40;WL7508;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P347MN;XX;PRO;XX;4;29;X;X;8LTOS.BARRIL;MOTUL;15W40;WL7508;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;23390-0L050;X;X;X;X;X;X
P074JJX;2014;PRO;XX;4;29;X;X;7.5LTOS.BARRIL;CASTROVECTON;15W40;WL7508;XX;YTRANS.75W90;XX;X;X;X;X;80W90GL5;X;X;XX;XX;XX;X;23390-0L050;X;X;X;X;X;X
P406FQZ;2015;PRO;2.2TURBOD.;XX;29;X;X;8LITROS;MOTULBARRIL;15W40;WL7508;PABS2262/2254;VALVMTF;TRANSFERATF;X;X;X;X;VAL.75W90GL5LS;X;X;XX;XX;XX;X;23390-OL050;X;X;X;X;X;X
P826JTX;2022;PRO;XX;XX;29;X;X;6.5LITROS;VECTONBARRIL;15W40;8-982705240;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P545FLV;XX;PRO;3.2;XX;29;X;X;X;MOTULSELLADO;15W40;WL7508;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;CF10134;X;XX;X;X;X;X;X;X
P438KBZ;2023;PRO;XX;XX;29;X;X;7LITROS;MOTULBARRIL;15W40;8-98270524-0;8-98140266-0;XX;XX;X;X;X;X;XX;X;X;XX;XX;K1241;X;8-98159693-0;X;X;X;X;X;X
P939GTB;XX;PRO;XX;XX;29;X;X;8LITROS;CRBBARRIL;15W40;WL7508;PABS2262;X;XX;X;X;X;X;X;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P939GDB;XX;PRO;XX;4;29;X;X;8LTOS.BARRIL;CASTROLCRB;15W40;WL7508;PABS2254;XX;XX;X;X;X;X;XX;X;X;XX;XX;K1326;X;23390-0L050;X;X;X;X;X;X
P636FJN;XX;PRO;XX;XX;29;X;X;9LITROS;VECTONBARRIL;15W40;WL7508;PABS2254;XX;X;X;X;X;X;XX;X;X;XX;XX;CF10134;X;23390-0L050;X;X;X;X;X;X
P569JNV;2020;PRO;XX;XX;29;X;X;9LITROS;MOTULBARRIL;15W40;PLBS6076;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P316GPP;XX;PRO;XX;XX;29;X;X;8.5LITROS;VECTONBARRIL;15W40;WL7508;PABS2262;TRANSFERATF;CASTROLATF;X;X;X;X;75W90FULL;X;X;7LITROS;FT1236;CF10134;X;23390-OL050;X;X;X;X;X;X
P679DBY;2000;PROTEGE;1.6;4;29;X;X;1GL.;QUAKER;20W50;PH2876;B595-13Z40;75W90GL4;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P812FTY;2001;PROTEGE;1.6;4;29;X;X;1GL.;CASTROLGTX;20W50;PH2876;B595-13Z40;75W90;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P128FFV;X;PROTEGE;1.6;4;29;X;X;1GL.;QUAKER;20W50;PH2876;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P111CXD;2000;PROTEGE;2;4;29;X;X;1GL.;QUAKER;20W50;PH2876;B595-13Z40;X;MULTIVEHICULO;X;X;X;X;X;X;X;4LTOS.;FT1210;X;X;X;X;X;X;X;X;X
P696DKX;2002;PROTEGE;2;4;29;X;X;1GL.;QUAKER;20W50;PH2876;B595-13Z40;75W90GL4;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P398CWC;1999;PROTEGE;1.6;4;29;X;X;1GL.;QUAKER;20W50;PH2876;B595-13Z40;80W90;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P593FNJ;1997;PROTEGE;1.6;4;29;X;X;1GL.;HAVOLINE;20W50;PH2876;B595-13Z40;X;MULTIVEHICULO;X;X;X;X;X;X;X;4LTOS.;FT1210;X;X;X;X;X;X;X;X;X
P856BNR;1999;PROTEGE;1.6;4;29;X;X;1GL.;CASTROLGTX;20W50;PH2876;B595-13Z40;80W90;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P799DZD;2001;PROTEGE;2;4;29;X;X;1GL.;CASTROLMAG.;10W30;PH2876;B595-13Z40;X;MULTIVEHICULO;X;X;X;X;X;X;X;4LTOS.;FT1210;X;X;X;X;X;X;X;X;X
P695DZK;2003;PROTEGE;2;4;29;X;X;1GL;QUAKER;20W50;PH2876;B595-13Z40;75W90GL5;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P890FWT;2000;PROTEGE;1.8;4;29;X;X;4LTOS.;QUAKER;20W50;PH2876;B595-13Z40;X;MULTIVEHICULO;X;X;X;X;X;X;X;4LTOS.;FT1210;X;X;X;X;X;X;X;X;X
P191FGS;2000;PROTEGE;1.6;4;29;X;X;1GL.;CASTROLGTX;20W50;PH2876;B595-13Z40;X;MULTIVEHICULO;X;X;X;X;X;X;X;4LTOS.;FT1210;X;X;X;X;X;X;X;X;X
P634DTG;1999;PROTEGE;1.6;4;29;X;X;1GL.;QUAKER;20W50;PH2876;B595-13Z40;75W90GL5;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P320FMF;2003;PROTEGE;2;4;29;X;X;1GARRAFA;KENDALLSEMIS.;20W50;PH2876;B595-13Z40;X;MULTIVEHICULO;X;X;X;X;X;X;X;4LTOS.;FT1210;X;X;X;X;X;X;X;X;X
P007FDP;2003;PROTEGE;2;4;29;X;X;1GL;QUAKER;20W50;PH2867;B595-13Z40;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P938DBX;2001;PROTEGE;2;4;29;X;X;4LTOS.;MOTUL;20W50;PH2876;B595-13Z40;X;MULTIVEHICULO;X;X;X;X;X;X;X;4LTOS.;FT1210;X;X;X;X;X;X;X;X;X
P826FGV;2002;PROTEGE;1.6;4;29;X;X;1GL.;MOVIL;20W50;PH2876;B595-13-Z40;X;MULTIVEHICULO;X;X;X;X;X;X;X;4LTOS.;FT1210;X;X;X;X;X;X;X;X;X
P493FWZ;2003;PROTEGE;2;4;29;X;X;4LTOS.;CASTROLGTX;20W50;PH2876;B595-13Z40;X;MULTIVEHICULO;X;X;X;X;X;X;X;4LTOS.;FT1210;X;X;X;X;X;X;X;X;X
P937FFR;1997;PROTEGE;1.5;4;29;X;X;X;X;20W50;PH2876;B595-13Z40;X;KENDALLATF;X;X;X;X;X;X;X;4LTOS.;FT1123;X;X;X;X;X;X;X;X;X
P309FQD;2001;PROTEGE;2;4;29;X;X;1GL.;CASTROLMAG.;20W50;PH2876;B595-143Z40;X;MULTIVEHICULO;X;X;X;X;X;X;X;4LTOS.;FT1210;X;X;X;X;X;X;X;X;X
P852DLW;2002;PROTEGE;2;4;29;X;X;1GL.;CASTROLMAG.;20W50;PH2876;B595-13Z40;X;MULTIVEHICULO;X;X;X;X;X;X;X;4LTOS.;FT1210;X;X;X;X;X;X;X;X;X
P340DYV;2002;PROTEGE;2;4;29;X;X;1GL.;QUAKER;20W50;PH2876;B595-13Z40;75W90GL5;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P435FVS;2002;PROTEGE;2;4;29;X;X;1GL.(5);SUPREME;20W50;PH2876;B595-13Z40;75W90GL5;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P436GBY;2001;PROTEGE;1.6;4;29;X;X;1GL.;SHELLHELIX;20W50;PH2876;B595-13Z40;X;MULTIVEHICULO;X;X;X;X;X;X;X;4LTOS.;FT1210;X;X;X;X;X;X;X;X;X
P196DFH;2000;PROTEGE;1.8;4;29;X;X;1GL.;QUAKER;20W50;PH2876;B595-13Z40;X;MULTIVEHICULO;X;X;X;X;X;X;X;4LTOS.;FT1210;X;X;X;X;X;X;X;X;X
P799CLV;1999;PROTEGE;1.6;4;29;X;X;1GL.;QUAKER;20W50;PH2876;B595-13Z40;X;ATFNORMAL;X;X;X;X;X;X;X;4LTOS.APROX.;FT1210;X;X;X;X;X;X;X;X;X
P967FJK;2003;PROTEGE;2;4;29;X;X;1GL.;QUAKER;20W50;PH2876;B595-13Z40;X;MULTIVEHICULO;X;X;X;X;X;X;X;4LTOS.APROX.;FT1210;X;X;X;X;X;X;X;X;X
P166FHK;1999;PROTEGE;1.6;4;29;X;X;1GL.;QUAKER;20W50;PH2876;B595-13Z40;X;ATFNORMAL;X;X;X;X;X;X;X;4LTOS.;FT1210;X;X;X;X;X;X;X;X;X
P403DYC;1995;PROTEGE;1.5;4;29;X;X;1GL.;QUAKER;10W40;PH2876;B595-13Z40;80W90;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P922DYL;2001;PROTEGE;2;4;29;X;X;1GL.;QUAKER;20W50;PH2876;B595-13Z40;X;MULTIVEHICULO;X;X;X;X;X;X;X;4LTOS.;FT1210;X;X;X;X;X;X;X;X;X
P422GDH;XX;PROTEGE;XX;4;29;X;X;1GL.(5);CASTROLGTX;20W50;PH2876;B595-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P159DRH;2002;PROTEGE;2;4;29;X;X;1GL.(4);CASTROLGTX;20W50;PH2876;B595-13Z40;XX;MULTIVEHICULO;X;X;X;X;XX;X;X;4LTOS.;FT1210;XX;X;XX;X;X;X;X;X;X
P005DNN;1998;PROTEGE;1.8;4;29;X;X;1GL.;CASTROLGTX;20W50;PH2876;B595-13Z40;XX;ATFNORMAL;X;X;X;X;XX;X;X;4LTOS.;FT1123;XX;X;XX;X;X;X;X;X;X
P535GLC;1999;PROTEGE;1.8;4;29;X;X;1GL.(4);HAVOLINE;20W50;PH2876;B595-13Z40;XX;CASTROLATF.;X;X;X;X;XX;X;X;4LTOS.;FT1210;XX;X;XX;X;X;X;X;X;X
P262CMX;1999;PROTEGE;4;1.6;29;X;X;1GL.;QUAKER;20W50;PH2876;B595-13Z40;XX;ATFNORMAL;X;X;X;X;XX;X;X;4LTOS.APROX.;FT1210;XX;X;XX;X;X;X;X;X;X
P165DDF;2003;PROTEGE;2;4;29;X;X;1GARRAFA;MAXLIFE;5W30;PH2876;B595-13Z40;XX;MULTIVEHICULO;X;X;X;X;XX;X;X;4LTOS.;FT1210BAJO;XX;X;XX;X;X;X;X;X;X
P288GCB;2004;PROTEGE;1.8;4;29;X;X;1G.;XX;XX;XX;XX;XX;MULTIVEHICULO;X;X;X;X;XX;X;X;4LTOS.APROX.;FT1210;XX;X;XX;X;X;X;X;X;X
P941BQF;XX;PROTEGE;XX;4;29;X;X;1GL.(4);HAVOLINE;20W50;PH2867;ESDEAGENCIA;80W90GL5;XX;X;X;X;X;XX;X;X;3LTOS.;XX;XX;X;XX;X;X;X;X;X;X
P471FWR;2001;PROTEGE;2;4;29;X;X;1GL.(5);VALVOLINE;20W50;PH2876;B595-13Z40;XX;MULTIVEHICULO;X;X;X;X;XX;X;X;4LTOS.;FT1210;XX;X;XX;X;X;X;X;X;X
P480CDN;2002;PROTEGE;2;4;29;X;X;1GL.;QUAKER;20W50;PH2876;B595-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P781FYT;2002;PROTEGE;2;4;29;X;X;1GL.(4);HAVOLINE;20W50;PH2876;B595-13Z40;XX;MULTIVEHICULO;X;X;X;X;XX;X;X;4LTOS.APROX.;FT1210;XX;X;XX;X;X;X;X;X;X
P149GTB;2001;PROTEGE;2;4;29;X;X;1GL.(5);CASTROLGTX;20W50;PH2876;B595-13Z40;XX;MULTIVEHICULO;X;X;X;X;XX;X;X;4LTOS.APROX.;FT1210;XX;X;XX;X;X;X;X;X;X
P643CJG;2003;PROTEGE;X;4;29;X;X;1GL.;QUAKER;20W50;PH2876;B595-13Z40;75W90GL5;X;X;X;X;X;XX;X;X;X;X;XX;X;XX;X;X;X;X;X;X
P418FBF;1997;PROTEGE;1.5;4;29;X;X;4LTOS.;CASTROLBARRIL;20W50;PH2876;B595-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P027HKN;XX;PROTEGE;XX;4;29;X;X;4LTOS.BARRRIL;CASTROL;20W50;PH2876;B595-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P010GDY;XX;PROTEGE;XX;4;29;X;X;4LTOS.BARRIL;CASTROLGTX;20W50;PH2876;B595-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P348GMT;XX;PROTEGE;XX;4;29;X;X;4LTS.BARRIL;CASTROLGTX;20W50;PH2876;B59513Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P202FFR;XX;PROTEGE;XX;XX;29;X;X;4LTSBARRIL;CASTROLGTX;20W50;PH2876;B59513Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P064GFG;2001;PROTEGE;1.8;4;29;X;X;1GL.;VALV.MAXLIFE;20W50;PH2876;B595-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P926GNR;2003;PROTEGE;2;XX;29;X;X;4LTS.;CASTROL;20W50;PH2876;B59513Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P119GWL;XX;PROTEGE;XX;4;29;X;X;4LTOS.BARRIL;CASTROLGTX;20W50;PH2876;B595-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P645DHT;2003;PROTEGE;2;4;29;X;X;1GL.;QUAKER;20W50;PH2876;B595-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P225DPN;XX;PROTEGE;XX;4;29;X;X;4LTOS.BARRIL;CASTROLGTX;20W50;PH2876;B595-13Z40;80W90CUBETA;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P100JFH;2002;PROTEGE;2;4;29;X;X;1GL.(4);MOTUL;20W50;PH2876;B595-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P442BGF;XX;PROTEGE;XX;4;29;X;X;1GL.(4);CASTROLMAG.;20W50;PH2876;B595-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P428JRL;XX;PROTEGE;XX;4;29;X;X;1GARRAFA;VALV.MAXLIFE;20W50;PH2876;B595-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P040BYL;XX;PROTEGE;XX;4;29;X;X;1GARRAFA;QUAKER;20W50;PH2867;B595-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P448DKB;2002;PROTEGE;XX;XX;29;X;X;4LITROS;GTXBARRIL;20W50;PH2876;B595-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P070CXK;XX;PROTEGE;XX;XX;29;X;X;4LITROS;GTXBARRIL;20W50;PH2867;B595-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P253GYW;1999;PROTEGE;XX;XX;29;X;X;4LITROS;GTXBARRIL;20W50;PH2876;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;X;X;X;X;X;X;X
P745DKT;XX;PROTEGE;XX;4;29;X;X;4LTOS.BARRIL;CASTROLGTX;20W50;PH2876;B595-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P876DGD;XX;PROTEGE;2;4;29;X;X;4LTO.BARRIL;CASTROLGTX;20W50;PH2876;B595-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P436CJK;1991;PROTEGE;XX;XX;29;X;X;4LITROS;GTXBARRIL;20W50;PH2876;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;X;X;XX;X;X;X;X;X;X
P912FNK;XX;PROTEGE;XX;XX;29;X;X;4LITROS;GTXBARRIL;20W50;PH2876;B595-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P757GKM;XX;PROTEGE;XX;XX;29;X;X;1GARRAFA;MAXLIFE;20W50;PH2876;B595-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P968DXH;XX;PROTEGE;XX;XX;29;X;X;X;MAXLIFE;10W30;PH2876;B595-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P090JTG;XX;PROTEGE;XX;XX;29;X;X;XX;XX;XX;XX;XX;XX;CASTROLATF;X;X;X;X;XX;X;X;3GALONES;FT1210;X;X;XX;X;X;X;X;X;X
P354CXS;XX;PROTEGE;XX;4;29;X;X;4LTOS.BARRIL;CASTROLGTX;20W50;PH2867;B595-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P627KLP;2002;PROTEGE;XX;XX;29;X;X;4LITROS;GTXBARRIL;20W50;PH2876;B595-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P486FVF;XX;PROTEGE;XX;XX;29;X;X;1GARRAFA;MAXLIFE;20W50;PH2876;XX;XX;XX;X;X;X;X;X;X;X;X;XX;X;X;XX;X;X;X;X;X;X
P876DTD;X;PROTEGE;X;X;29;X;X;1GARRAFA;MAXLIFE;20W50;PH2876;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P874DKV;X;PROTEGE;X;X;29;X;X;1GALON;GTX;20W50;PH2876;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P869FQZ;XX;PROTEGE;XX;4;29;X;X;4LTOS.;MOTULBARRIL;20W50;PH2876;B595-13Z40;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P023FRW;X;PROTEGE;X;X;29;X;X;4LITROS;MOTUL;20W50BARRIL;PH2876;B595-BZ40CA5595;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P543DYS;X;PROTEGE;X;X;29;X;X;1GARRAFA;MAXLIFE;20W50;PH2876;B595-13Z40;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P007DQR;X;PROTEGE;X;X;29;X;X;4LITROS;MOTUL;20W50BARRIL;PH2876;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P300FFV;2000;PROTEGE;XX;XX;29;X;X;1GARRAFA;QUAKER;20W50;PH2876;XX;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P298DKW;XX;PROTEGE;XX;XX;29;X;X;4LITROS;MOTULBARRIL;20W50;PH2876;CA5595/B595-13240;XX;XX;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P925DKQ;2002;TRIBUTE;3;V-6;29;X;X;6LTOS.;QUAKER;10W30;PH820;PAB5350;X;MULTIVEHICULO;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
P279DXX;2001;TRIBUTE;3;V-6;29;X;X;6LTOS.;CASTROLGTX;20W50;PH820;PAB5350;X;MULTIVEHICULO;X;X;X;X;X;X;X;5LTOS.APROX.;X;X;X;X;X;X;X;X;X;X
P010DZS;2003;TRIBUTE;3;V6;29;X;X;6LTOS.;QUAKER;20W50;PH820;PAB5350;X;MULTIVEHICULO;X;X;X;X;X;X;X;5LTOS.APROX.;X;X;X;X;X;X;X;X;X;X
P596GKM;2004;TRIBUTE;3;V6;29;X;X;6LTOS.;CASTROLGTX;20W50;PH820LUBERF.;PAB5350;XX;MULTIVEHICULO;X;X;X;X;XX;X;X;XX;XX;XX;X;XX;X;X;X;X;X;X
P547HCL;2005;TRIBUTE;3;V-6;29;X;X;6LTOS.;QUAKERFULLSYN;10W30;PH820;PAB5350;XX;ATFMAXLIFE;X;X;X;X;XX;X;X;4LTOS.APROX.;XX;XX;X;XX;X;X;X;X;X;X
